index,road,id,model_type,condition,name,lat,lon,length,bridge_name,in,out
1169,N1,1001169,bridge,C,,21.3750850565217,92.0730282999999,2.4,DHALLA SLAB CULVERT,,
1171,N1,1001171,link,,,21.3745549,92.0739716,369.0,,,
1174,N1,1001174,bridge,C,,21.3737957588607,92.0766236613924,1.3,PANCR CHAR SLAB CULVERT,,
1175,N1,1001175,bridge,C,,21.3736938,92.0768327,158.0,MORICHIA PALONG,,
1176,N1,1001176,bridge,D,,21.3731938,92.0773327,83.0,SHAPUR STEEL BEAM AND RCC SLAB,,
1177,N1,1001177,bridge,C,,21.3724168458515,92.0778930973799,1.3,TULA BAGAN SLAB CULVERT,,
1178,N1,1001178,link,,,21.3714993,92.0785549,229.0,,,
1179,N1,1001179,bridge,A,,21.3706902708737,92.0790672786407,1.3,TULA BAGAN BOX CULVERT,,
1180,N1,1001180,link,,,21.3698327,92.0796104,206.0,,,
1181,N1,1001181,bridge,A,,21.3697436389312,92.0796434824427,1.3,TELA BAGAN SLAB CULVERT,,
1184,N1,1001184,link,,,21.3662778,92.0810549,695.0,,,
1187,N1,1001187,bridge,B,,21.3641002252199,92.0813316052785,1.3,TULA BAGAN,,
1188,N1,1001188,link,,,21.3615,92.0806382,341.0,,,
1189,N1,1001189,bridge,B,,21.3613004264018,92.0805440936915,1.6,TOLA BAGAN,,
1190,N1,1001190,link,,,21.3580833,92.0790271,472.0,,,
1192,N1,1001192,bridge,A,,21.3571944,92.0791104,64.0,SHAPUR,,
1193,N1,1001193,bridge,B,,21.3563333,92.0790827,96.0,COTBAZR MUSLIM HOS,,
1194,N1,1001194,link,,,21.35525,92.0790827,125.0,,,
1195,N1,1001195,bridge,A,,21.3526667,92.0783327,305.0,COURT BAZAR,,
1198,N1,1001198,link,,,21.3461386,92.0789993,1413.0,,,
1201,N1,1001201,bridge,A,,21.3381941,92.078916,268.0,RATNAPALANG,,
1202,N1,1001202,bridge,A,,21.3324716,92.0790827,657.0,CHADIRIKHANA,,
1203,N1,1001203,link,,,21.3311104,92.0788604,164.0,,,
1204,N1,1001204,bridge,C,,21.3297771,92.0787771,158.0,HIZOLIA BRIDGE,,
1205,N1,1001205,link,,,21.3295271,92.0789438,861.0,,,
1207,N1,1001207,bridge,C,,21.3241104,92.085333,106.0,JADIMURA BRIDGE,,
1208,N1,1001208,bridge,A,,21.3238049,92.0857219,55.0,JADI MORA (2) CULVERT,,
1209,N1,1001209,bridge,A,,21.3207493,92.0893052,510.0,JADIMORA (3),,
1210,N1,1001210,link,,,21.3187493,92.0916108,337.0,,,
1211,N1,1001211,bridge,A,,21.3179438,92.0921663,115.0,JADIMORA (1),,
1212,N1,1001212,bridge,C,,21.3177771,92.0922497,20.0,WEST OGALA,,
1213,N1,1001213,link,,,21.317666,92.0930274,82.0,,,
1214,N1,1001214,bridge,C,,21.3125,92.096333,713.0,OKYIA STATION,,
1215,N1,1001215,link,,,21.3121944,92.0966941,76.0,,,
1217,N1,1001217,bridge,C,,21.3101667,92.0974997,220.0,UKLIA-SHAHABMARKAT,,
1218,N1,1001218,bridge,B,,21.3039722,92.0967497,760.0,UKHIYA BAZAR,,
1224,N1,1001224,link,,,21.2863608,92.1001667,3070.0,,,
1230,N1,1001230,bridge,A,,21.271611640763,92.1056070839357,23.5,CHADIRIKHANA,,
1231,N1,1001231,link,,,21.2695827,92.1066111,996.0,,,
1232,N1,1001232,bridge,B,,21.2694716,92.1066667,15.0,KUTU - PALONG MOSZID SLAB,,
1233,N1,1001233,bridge,C,,21.2678604,92.1088333,292.0,KOSHO - BINNA - BRIDGE,,
1234,N1,1001234,link,,,21.2677493,92.109,26.0,,,
1235,N1,1001235,bridge,C,,21.2676412724612,92.1091529913941,11.1,EJILA,,
1236,N1,1001236,bridge,C,,21.2655833478485,92.1120674774526,11.5,MODDO RAJAPALONG,,
1237,N1,1001237,bridge,C,,21.2646111,92.1134444,581.0,KASHO - BINNAI SLAB,,
1238,N1,1001238,link,,,21.2641111,92.1140833,90.0,,,
1239,N1,1001239,bridge,A,,21.2639722,92.1141944,14.0,KATU PALLANG SLAB,,
1240,N1,1001240,bridge,A,,21.2637222,92.1144722,45.0,KUTUNG PALANG SLAB,,
1241,N1,1001241,bridge,A,,21.2623611,92.1161667,234.0,KOSUKONA,,
1242,N1,1001242,link,,,21.26225,92.1163056,733.0,,,
1244,N1,1001244,bridge,A,,21.2565556,92.122916,224.0,BALAKHALI TV CENTER,,
1245,N1,1001245,bridge,A,,21.2565,92.1229716,13.0,BALUKHALI-2 SLAB,,
1247,N1,1001247,link,,,21.2537778,92.1266382,765.0,,,
1249,N1,1001249,bridge,A,,21.2521111,92.1287493,17.0,BALUKHALI KASTOM,,
1250,N1,1001250,bridge,A,,21.2504722,92.1307493,120.0,BALUKHALI OLD BUS STAND,,
1251,N1,1001251,link,,,21.2504167,92.1307493,90.0,,,
1252,N1,1001252,bridge,A,,21.248083,92.1341108,781.0,BAKUHHALI KASHAMIA,,
1253,N1,1001253,link,,,21.2479997,92.1342219,54.0,,,
1255,N1,1001255,bridge,B,,21.2447497,92.1389441,300.0,BALUKHALI,,
1256,N1,1001256,bridge,D,,21.242333,92.1413608,383.0,BALUKHAKI,,
1258,N1,1001258,link,,,21.2412497,92.1440552,2302.0,,,
1261,N1,1001261,bridge,A,,21.2308784786138,92.1607571460396,2.0,P. F PARA SLAB,,
1262,N1,1001262,bridge,C,,21.2293155332673,92.1613561450495,11.3,KUTUB PALONG,,
1263,N1,1001263,link,,,21.2283604,92.1617222,1010.0,,,
1264,N1,1001264,bridge,C,,21.2261382,92.1611667,265.0,DAIM PARA CULVERT,,
1265,N1,1001265,bridge,A,,21.2243327,92.1614444,209.0,DAIM PARA CULVERT,,
1266,N1,1001266,link,,,21.2198049,92.1618611,528.0,,,
1267,N1,1001267,bridge,C,,21.2165556,92.1626944,400.0,PALONG KHALI BAZAR (1),,
1268,N1,1001268,bridge,C,,21.2152778,92.1649722,303.0,PALONG KHALI BAZAR BRIDGE,,
1269,N1,1001269,link,,,21.2142778,92.166666,302.0,,,
1271,N1,1001271,bridge,C,,21.2127222,92.1678882,128.0,PALONG KHALI RCC GIDER BRIDGE,,
1272,N1,1001272,link,,,21.2105833,92.1681382,244.0,,,
1273,N1,1001273,bridge,B,,21.2096944,92.168416,100.0,KARUN TOLI RCC GIDER BRIDGE,,
1274,N1,1001274,link,,,21.2056389,92.1703327,536.0,,,
1275,N1,1001275,bridge,C,,21.2011389,92.170416,527.0,GIRA TALI RCC GIDER BRIDGE,,
1276,N1,1001276,link,,,21.1989997,92.1703604,248.0,,,
1277,N1,1001277,bridge,A,,21.1977219,92.1705549,125.0,GIVATOLI RCC GIDER BRIDGE,,
1278,N1,1001278,link,,,21.1969441,92.1707493,113.0,,,
1279,N1,1001279,bridge,D,,21.1965552,92.1708604,47.0,KATA KHALI RCC GIDER BRIDGE,,
1280,N1,1001280,link,,,21.1925552,92.1697216,484.0,,,
1281,N1,1001281,bridge,C,,21.1923052,92.1695271,42.0,ULI BANIA BOX CULVERT,,
1282,N1,1001282,bridge,B,,21.1906108,92.167916,261.0,KHARA KANDI RCC GIDER BRIDGE,,
1283,N1,1001283,link,,,21.1897497,92.166666,173.0,,,
1284,N1,1001284,bridge,C,,21.1866386,92.1638056,457.0,ULIBANIA BOX CULVERT,,
1285,N1,1001285,bridge,A,,21.1859441,92.1610833,313.0,DMONIR GONA RCC GIDER BRIDGE,,
1286,N1,1001286,bridge,B,,21.185833,92.1609167,23.0,BALUR KHALI -(1) RCC GIDER BRIDGE,,
1287,N1,1001287,link,,,21.1843052,92.1594167,233.0,,,
1288,N1,1001288,bridge,A,,21.1839744314735,92.1593026449213,1.2,GOGU GONA,,
1289,N1,1001289,bridge,C,,21.1797067107296,92.1578310562231,3.1,THANGKHALI BOX CULVERT,,
1290,N1,1001290,bridge,C,,21.178666,92.1574722,699.0,BALU KHALI -2 BOX CULVERT,,
1291,N1,1001291,bridge,B,,21.177417156701,92.1570372113402,3.1,THANG KHALI BOX CULVERT,,
1292,N1,1001292,link,,,21.1761938,92.1566111,291.0,,,
1293,N1,1001293,bridge,C,,21.1754208098765,92.1562526135802,48.8,THANG KHALI BRIDGE,,
1294,N1,1001294,bridge,A,,21.1742771,92.1557222,243.0,wheke kang (1),,
1295,N1,1001295,bridge,C,,21.1724828063829,92.1552940329787,9.4,CHANG KHALI BRIDGE,,
1296,N1,1001296,bridge,A,,21.1718327,92.1551389,282.0,WHIKE KANG BRIDGE,,
1297,N1,1001297,bridge,B,,21.1703723502057,92.1547387765432,31.1,CHANG KHALI BRIDGE,,
1298,N1,1001298,bridge,C,,21.1698049,92.1545833,243.0,MOA EX-KANG-BAZAR,,
1299,N1,1001299,link,,,21.1694993,92.1543056,48.0,,,
1300,N1,1001300,bridge,B,,21.1688213638709,92.153662396129,9.4,JAM TOLI BRIDGE,,
1301,N1,1001301,bridge,A,,21.168416,92.1532778,155.0,HOA EX KANG BAZAE,,
1302,N1,1001302,bridge,A,,21.168232930909,92.1531459818181,3.0,JAM TOLI BOX CULVERT,,
1303,N1,1001303,link,,,21.1677216,92.1527778,110.0,,,
1304,N1,1001304,bridge,A,,21.1673327,92.1524167,65.0,AMTULI BOX CULVERT,,
1305,N1,1001305,bridge,B,,21.1666653482213,92.1523376486166,9.3,DAIM PARA BRIDGE,,
1306,N1,1001306,bridge,A,,21.1652222,92.1521667,253.0,TASSI-PARA BAR,,
1307,N1,1001307,bridge,B,,21.1649444,92.1521944,32.0,TAS SE BRIDGE HOANGK,,
1308,N1,1001308,link,,,21.16325,92.1522222,195.0,,,
1309,N1,1001309,bridge,A,,21.1624722,92.1522778,89.0,LAMBA-BIL PORA,,
1310,N1,1001310,bridge,C,,21.1619757444915,92.1523314669491,1.25,DAIM PARA CULVERT,,
1311,N1,1001311,link,,,21.1604167,92.1525,236.0,,,
1312,N1,1001312,bridge,A,,21.1602045009259,92.1525257175926,3.0,DAIM PARA CULVERT,,
1313,N1,1001313,link,,,21.1595,92.1526111,108.0,,,
1314,N1,1001314,bridge,A,,21.1593056,92.1526111,21.0,LAMBABIL MIDDLE PARA,,
1315,N1,1001315,bridge,A,,21.1586667,92.1525,73.0,LAMBABIL MIDDLE,,
1316,N1,1001316,bridge,C,,21.1584534746478,92.1525195633802,3.0,PALONG KHALI CULVERT,,
1317,N1,1001317,bridge,A,,21.1556389,92.1527778,355.0,LAMBA - BIL - (1) BOX CULVERT,,
1318,N1,1001318,bridge,A,,21.1537778,92.1528611,217.0,LAM BA BIL (2) BOX CULVERT,,
1319,N1,1001319,bridge,A,,21.1521944,92.1535278,212.0,LAMBA BIL (3) BOX CULVERT,,
1320,N1,1001320,link,,,21.1507222,92.1545,198.0,,,
1321,N1,1001321,bridge,C,,21.147333,92.1574167,538.0,LAMBA BIL BOX,,
1322,N1,1001322,bridge,A,,21.1442774,92.1586389,369.0,UNCHI - PRANG BRIDGE,,
1323,N1,1001323,link,,,21.1441663,92.1586944,100.0,,,
1325,N1,1001325,bridge,A,,21.1414997,92.1599167,248.0,KUTUB DIA PARA (1) CULVERT,,
1326,N1,1001326,bridge,A,,21.1410552,92.1602222,61.0,KUTUB DIA PARA CULVERT,,
1327,N1,1001327,bridge,A,,21.1388871840796,92.1636379074626,3.3,GIVA TOLI RCC GIDER BRIDGE,,
1328,N1,1001328,bridge,A,,21.1381108,92.1648611,603.0,KUTUB - DIA PARA (3),,
1329,N1,1001329,bridge,A,,21.1380664956896,92.1651978,1.2,GIVA TOLI BOX CULVERT,,
1330,N1,1001330,link,,,21.1379719,92.1659167,116.0,,,
1331,N1,1001331,bridge,C,,21.1379210829268,92.1663534195121,32.0,GIVATOLI RCC GIDER BRIDGE,,
1332,N1,1001332,bridge,A,,21.137833,92.1671104,123.0,KANGOR PARA MOZGID,,
1333,N1,1001333,bridge,A,,21.1375552,92.1683049,131.0,KHAN GIOR PARA (1),,
1334,N1,1001334,bridge,A,,21.1372219,92.1708882,271.0,KHANGOR PRAMARY (2),,
1335,N1,1001335,bridge,B,,21.1371108,92.1727771,200.0,KHAN GOR PARA BRIDGE,,
1336,N1,1001336,link,,,21.1368886,92.173916,120.0,,,
1337,N1,1001337,bridge,A,,21.1367219,92.1741382,30.0,RHANCHOR PARA BOX CULVERT,,
1338,N1,1001338,link,,,21.1363886,92.1752493,128.0,,,
1339,N1,1001339,bridge,A,,21.1363608,92.1755549,32.0,KHANCHOR PARA (2),,
1340,N1,1001340,bridge,A,,21.1360412976525,92.1760569938967,4.8,ULUBANIA RCC GIDER BRIDGE,,
1341,N1,1001341,bridge,A,,21.1353886,92.1770827,213.0,KHANCHOR PARA- BOX CULVERT,,
1342,N1,1001342,bridge,A,,21.1333886,92.1806938,494.0,NOYA PARA (1) BOX CULVERT,,
1343,N1,1001343,bridge,C,,21.1333608,92.1808327,17.0,NOYA PARA (1) BRIDGE,,
1344,N1,1001344,link,,,21.1329438,92.1824438,273.0,,,
1346,N1,1001346,bridge,A,,21.1319716,92.1846108,160.0,NAYAPARA,,
1347,N1,1001347,bridge,A,,21.1309716,92.1856941,174.0,NOYA PARA,,
1348,N1,1001348,bridge,B,,21.1297680981982,92.1870470012012,7.9,BALU KHALI-3 BOX CULVERT,,
1349,N1,1001349,bridge,A,,21.1290060819819,92.187903612012,1.2,W HIME KANG BOX CULVERT,,
1350,N1,1001350,bridge,A,,21.1283226864864,92.1886718423423,1.2,WHIKE KANG BOX CULVERT,,
1351,N1,1001351,bridge,B,,21.1278570099099,92.1891953267267,1.2,WHIKE KANG BOX CULVERT,,
1352,N1,1001352,link,,,21.1269438,92.1902219,666.0,,,
1353,N1,1001353,bridge,A,,21.1268327,92.1902774,12.0,NINA BAZAR BOX CULVERT,,
1354,N1,1001354,bridge,B,,21.1242771,92.1918886,337.0,NOYA BAZAR BRIDGE,,
1356,N1,1001356,link,,,21.1229993,92.1926663,288.0,,,
1358,N1,1001358,bridge,C,,21.1215698917647,92.1935169658823,73.3,HOACX KANG BARAR,,
1359,N1,1001359,link,,,21.1214993,92.1935552,368.0,,,
1361,N1,1001361,bridge,C,,21.1190827,92.1960274,111.0,NOYA BAZAR CULVERT,,
1362,N1,1001362,bridge,B,,21.1175827,92.1966663,193.0,NAYA BAZAR BRIDGE,,
1363,N1,1001363,bridge,B,,21.1165,92.1969163,127.0,NAYA BAZAR BRIDGE,,
1364,N1,1001364,bridge,C,,21.1161389,92.1969997,51.0,KHARANG KHALI - BOX CUVERT (1),,
1366,N1,1001366,link,,,21.1151667,92.1975552,581.0,,,
1369,N1,1001369,bridge,C,,21.1118611,92.2006389,47.0,KHARANG KHAIL,,
1370,N1,1001370,bridge,C,,21.1090556,92.2045278,315.0,MOULIVI BAZAR FISHARI BRIDGE,,
1372,N1,1001372,link,,,21.1078333,92.2069444,698.0,,,
1374,N1,1001374,bridge,C,,21.1053611,92.2073889,64.0,MOULOVI BAZAR BOX CULVERT (1),,
1375,N1,1001375,bridge,C,,21.1043611,92.2075278,120.0,MOULOVI BAZAR BOX CULVERT,,
1376,N1,1001376,bridge,A,,21.1026389,92.2077778,207.0,ALI AXBAR PARA BOX CULVERT,,
1377,N1,1001377,link,,,21.1012778,92.2081389,172.0,,,
1378,N1,1001378,bridge,A,,21.1005774145454,92.208578050909,3.0,ON SIFAPAING BOX CULVERT,,
1379,N1,1001379,link,,,21.0996386,92.2091667,220.0,,,
1380,N1,1001380,bridge,A,,21.0988710315789,92.2096579157894,1.2,UNCHING OPLONG CULVERT (1),,
1381,N1,1001381,link,,,21.0975552,92.2105,285.0,,,
1382,N1,1001382,bridge,B,,21.097333,92.2106111,28.0,NILA - HOAB RABG BRIDGE,,
1384,N1,1001384,link,,,21.0936663,92.2119444,593.0,,,
1386,N1,1001386,bridge,A,,21.0905260238297,92.2128845902127,2.7,KANGOR PARA,,
1387,N1,1001387,link,,,21.090333,92.2129444,379.0,,,
1389,N1,1001389,bridge,A,,21.0864997,92.2151111,346.0,NILLA BOX CULVERT (1),,
1390,N1,1001390,bridge,A,,21.0859441,92.2153889,68.0,NILA. BARAR BOX CULVERT,,
1391,N1,1001391,link,,,21.0838608,92.2161111,586.0,,,
1393,N1,1001393,bridge,A,,21.0803049,92.2174993,105.0,NILA - DORGA- PARA-(1) BOX,,
1394,N1,1001394,bridge,A,,21.0783327,92.2186382,261.0,NILA DOGA PARA BOX CULVERT,,
1395,N1,1001395,bridge,A,,21.077916,92.2189993,59.0,NAT MURA PARA BOX CULVERT,,
1397,N1,1001397,link,,,21.0745271,92.2220549,665.0,,,
1399,N1,1001399,bridge,B,,21.0728327,92.2232216,110.0,CHOUDORIY PARA RCC GIDER BRIDGE,,
1400,N1,1001400,link,,,21.071666,92.2242216,182.0,,,
1401,N1,1001401,bridge,B,,21.071231875641,92.2242923685897,5.8,GIMON KHALI BRIDGE,,
1402,N1,1001402,bridge,C,,21.0695363333333,92.2245687666666,7.5,GIM - MOGARI BRIDGE,,
1403,N1,1001403,bridge,B,,21.0691104,92.2246382,312.0,RONGI HALI BOX CULVERT,,
1404,N1,1001404,link,,,21.0668882,92.2246104,396.0,,,
1406,N1,1001406,bridge,C,,21.0650556,92.2245271,78.0,RONGI- KHALI RCC GIDER BRIDGE,,
1409,N1,1001409,link,,,21.0597778,92.2263882,1010.0,,,
1412,N1,1001412,bridge,C,,21.0549722,92.2268049,184.0,ALA KHALI KUNA PARA,,
1414,N1,1001414,link,,,21.0513611,92.2305827,811.0,,,
1416,N1,1001416,bridge,C,,21.0512778,92.2323327,64.0,LADA BAZAR BOX CULVERT,,
1418,N1,1001418,link,,,21.0479441,92.2346386,985.0,,,
1421,N1,1001421,bridge,C,,21.0407497,92.2374997,397.0,LADAPARA RCC GIDER BRIDGE,,
1422,N1,1001422,link,,,21.0363608,92.2396941,540.0,,,
1423,N1,1001423,bridge,A,,21.0360552,92.2398608,41.0,NAYAPARA BOX CULVERT,,
1424,N1,1001424,link,,,21.0338608,92.2407774,271.0,,,
1425,N1,1001425,bridge,A,,21.0321104,92.241083,203.0,NAYA PARA BOX CULVERT,,
1426,N1,1001426,bridge,B,,21.0300549,92.2413608,233.0,MOSINNI RCC GIDER BRIDGE,,
1427,N1,1001427,bridge,A,,21.0269438,92.2416941,354.0,NOYA PARA CULVERT,,
1428,N1,1001428,link,,,21.0249993,92.2418608,209.0,,,
1429,N1,1001429,bridge,A,,21.0228882,92.2420274,244.0,Noya Para Bridge,,
1430,N1,1001430,bridge,B,,21.0226104,92.2420552,35.0,JADIMURA (NOYA PARA)BRIDGE,,
1431,N1,1001431,link,,,21.0186104,92.2431386,484.0,,,
1432,N1,1001432,bridge,A,,21.0169993,92.2440274,207.0,JADIMURA BRIDGE.,,
1433,N1,1001433,bridge,A,,21.0150833,92.245333,256.0,Umor khali Bridge,,
1434,N1,1001434,link,,,21.0107222,92.2487219,607.0,,,
1435,N1,1001435,bridge,A,,21.0101389,92.2492497,91.0,DONDO MIA BOX CULVERT,,
1436,N1,1001436,bridge,A,,21.0078889,92.251,316.0,DOMMO MIA BOX CULVERT,,
1437,N1,1001437,bridge,C,,21.0064444,92.2520833,201.0,DHANDO MIA,,
1438,N1,1001438,link,,,21.0029444,92.2531944,424.0,,,
1439,N1,1001439,bridge,B,,20.9990274,92.2537778,445.0,DONDO MIA CHAK POST BRIDGE,,
1440,N1,1001440,link,,,20.9986386,92.2538889,50.0,,,
1441,N1,1001441,bridge,B,,20.9942497,92.2545278,503.0,DOMDO MIA BRIDGE,,
1442,N1,1001442,link,,,20.9940274,92.2546111,34.0,,,
1443,N1,1001443,bridge,B,,20.9875274,92.2545556,742.0,DOMDO MIA,,
1444,N1,1001444,link,,,20.9852774,92.2536389,277.0,,,
1445,N1,1001445,bridge,B,,20.9778049,92.25075,892.0,KARUMTOLI,,
1446,N1,1001446,link,,,20.9775827,92.2506111,108.0,,,
1448,N1,1001448,bridge,B,,20.9732781770034,92.2493761152148,30.4,NOYAPARA RCC GIDER BRIDGE,,
1449,N1,1001449,bridge,B,,20.9697216,92.2485552,861.0,KAKUM TOLI CHACK BOX CULVERT,,
1450,N1,1001450,link,,,20.9682771,92.2488052,174.0,,,
1451,N1,1001451,bridge,A,,20.9673604,92.2491663,119.0,BAROY TOLI RCC GIDER BRIDGE,,
1452,N1,1001452,link,,,20.9671104,92.2494441,42.0,,,
1453,N1,1001453,bridge,A,,20.9649678916913,92.2514288706231,1.2,NOYA PARA CULVERT,,
1454,N1,1001454,bridge,A,,20.9648611,92.2515278,337.0,BORY TOLI SLAB CULVERT,,
1455,N1,1001455,bridge,A,,20.9641892820433,92.2518817702786,1.2,NOYA PARA BOX CULVERT(R),,
1456,N1,1001456,bridge,A,,20.9622778,92.2528889,323.0,BORYTOLI SLAB CULVERT,,
1457,N1,1001457,bridge,A,,20.9620556,92.2530556,31.0,BARITOLI BOX CULVERT,,
1458,N1,1001458,link,,,20.9606389,92.2535,168.0,,,
1459,N1,1001459,bridge,B,,20.9580833,92.2543056,302.0,NAITOM PARA RCC GIDER BRIDGE,,
1460,N1,1001460,bridge,A,,20.9571000129411,92.2546526588235,1.2,JADIMORH BOX CULVERT,,
1463,N1,1001463,link,,,20.9531667,92.2562778,735.0,,,
1466,N1,1001466,bridge,A,,20.94957125079681,92.25817740896414,335.0,NAITANG PARA RCC GIDER BRIDGE,,
1467,N1,1001467,bridge,B,,20.9482774,92.2589167,167.0,NAITOM PARA RCC GIDER BRIDGE,,
1468,N1,1001468,bridge,A,,20.9481536869565,92.2592633282608,1.5,DONDO MIA BOX CULVERT,,
1470,N1,1001470,link,,,20.9459163,92.2603333,563.0,,,
1472,N1,1001472,bridge,B,,20.9436941,92.2603056,99.0,TEKNAF NAITANG RCC GIDER BRIDGE,,
1474,N1,1001474,link,,,20.9371108,92.2624722,901.0,,,
1476,N1,1001476,bridge,A,,20.9361108,92.2628611,12.0,BUS STAND TEKNAF BOX CULVERT,,
1477,N1,1001477,bridge,C,,20.9346663,92.2631667,166.0,BUS STAND TEKNAF BOX CULVERT,,
1478,N1,1001478,bridge,C,,20.934333,92.26325,40.0,YAKNAT BRIDGE,,
1479,N1,1001479,link,,,20.9330549,92.2635,150.0,,,
1480,N1,1001480,bridge,A,,20.9303996793814,92.2639787999999,2.7,DONDOMIA,,
1481,N1,1001481,link,,,20.929666,92.2641111,425.0,,,
1483,N1,1001483,bridge,C,,20.9281373875,92.264301196875,34.8,DONOMIA,,
1484,N1,1001484,link,,,20.9270827,92.2644444,256.0,,,
1485,N1,1001485,bridge,D,,20.9253890280839,92.2649451585301,2.7,DONMIA,,
1488,N1,1001488,link,,,20.9195827,92.268416,1034.0,,,
1491,N1,1001491,bridge,A,,20.9188881999999,92.26870765,1.2,KARUNTON BOX CULVERT,,
1492,N1,1001492,link,,,20.9187771,92.2687771,30.0,,,
1493,N1,1001493,bridge,A,,20.91799614,92.2691008942857,6.0,KARUM TOLI SHOTHA (1),,
1494,N1,1001494,link,,,20.9176382,92.2692493,140.0,,,
1495,N1,1001495,bridge,A,,20.9167064980392,92.2698571431372,6.0,SHOLO BANDOR TAKNAF,,
1496,N1,1001496,link,,,20.9157222,92.2704993,293.0,,,
1498,N1,1001498,bridge,A,,20.9146350810344,92.2712067017241,2.8,KARUMTOLI (3)BOX CULVERT,,
1499,N1,1001499,link,,,20.9136389,92.2718604,315.0,,,
1501,N1,1001501,bridge,B,,20.9126751559322,92.2727211220339,34.3,KARUMTOLI,,
1502,N1,1001502,link,,,20.9123889,92.2729716,144.0,,,
1504,N1,1001504,bridge,A,,20.9116242986547,92.2733424008968,1.3,KARUM TOLI BOX CULVERT,,
1505,N1,1001505,bridge,C,,20.9104284959641,92.2741396026905,23.7,KARUMTOLI BRIDGE,,
1506,N1,1001506,bridge,A,,20.909823120852,92.2745431860986,10.6,KARUM TOLI RCC GIDER BRIDGE,,
1507,N1,1001507,bridge,A,,20.909456906278,92.2747873291479,10.6,KARAN TOLI RCC GIDER BRIDGE,,
1510,N1,1001510,link,,,20.90675,92.2764993,1017.0,,,
1514,N1,1001514,bridge,C,,20.9045718551546,92.2780768381443,17.5,BAROY TOLI RCC GIDER BRIDGE,,
1515,N1,1001515,bridge,C,,20.9036912639175,92.2786932329896,8.3,BAROY TOLI RCC GIDER BRIDGE,,
1516,N1,1001516,link,,,20.9033333,92.2789438,194.0,,,
1517,N1,1001517,bridge,B,,20.9032027737864,92.2790446582524,6.1,BARIY TOLI RCC GIDER BRIDGE,,
1518,N1,1001518,link,,,20.9027222,92.279416,103.0,,,
1519,N1,1001519,bridge,B,,20.9018849327974,92.2798735897106,23.0,NAITAN PARA RCC GIDER BRIDGE,,
1536,N1,1001536,link,,,20.8927774,92.2901386,5684.0,,,
1554,N1,1001554,sourcesink,,SoSi2,20.8629167,92.298083,130.0,,0.28692977580137113,0.31924402445803224
1555,N102,1000208,intersection,,,23.4789438,91.1177216,0.0,,,
1556,N102,1001556,link,,,23.4815827,91.1167771,329.0,,,
1557,N102,1001557,bridge,A,,23.4865823366366,91.1134175204204,3.0,PORISPUR BOX CULVERT,,
1559,N102,1001559,link,,,23.4867219,91.1133056,1671.0,,,
1561,N102,1001561,bridge,A,,23.4937774,91.1064722,64.0,Brorechon,,
1562,N102,1001562,bridge,A,,23.496333,91.1059167,301.0,SHABAR BAZAR,,
1563,N102,1001563,bridge,A,,23.4976941,91.1055833,155.0,ZUMUR BOX CULVERT,,
1564,N102,1001564,link,,,23.5020278,91.1050556,1480.0,,,
1566,N102,1001566,bridge,B,,23.5112222,91.0981108,261.0,DEAB POR SLAB CULVERT,,
1568,N102,1001568,link,,,23.5246104,91.0887774,2795.0,,,
1570,N102,1001570,bridge,C,,23.5323882,91.0834719,24.0,RAMPUR,,
1571,N102,1001571,link,,,23.5419441,91.0772771,1000.9999999999991,,,
1572,N102,1001572,bridge,A,,23.5421941,91.0742493,456.0000000000009,BARUARA BRIDGE.,,
1573,N102,1001573,link,,,23.5423052,91.0741382,513.0,,,
1575,N102,1001575,bridge,A,,23.5501111,91.0661389,673.0,KONSENOGOR BOX CUL,,
1576,N102,1001576,link,,,23.5523611,91.064,437.0,,,
1578,N102,1001578,bridge,A,,23.5555824089887,91.0615780033707,0.9,CONSUNAGAR SLAB,,
1579,N102,1001579,link,,,23.5590556,91.0591111,890.0,,,
1580,N102,1001580,bridge,A,,23.5605,91.0553056,875.0,HATAMARA BOX CULVERT.,,
1581,N102,1001581,bridge,C,,23.5501944,91.0549722,93.0,HATIMARA (2)SLAB CULVERT,,
1582,N102,1001582,link,,,23.5669438,91.0549167,8.0,,,
1583,N102,1001583,bridge,B,,23.5739730932019,91.0589041898522,6.0,KAKORTOLA CULVERT,,
1585,N102,1001585,link,,,23.5768882,91.041833,2992.0,,,
1587,N102,1001587,bridge,A,,23.5825549,91.0352497,160.0,BUGRABUS BOX CULVERT,,
1588,N102,1001588,link,,,23.5858886,91.0283049,1864.0,,,
1590,N102,1001590,bridge,A,,23.5879997,91.0158333,354.0,BHIRALLA BOX CULVERT,,
1591,N102,1001591,link,,,23.5902219,91.01,614.0,,,
1592,N102,1001592,bridge,C,,23.5911108,91.0077778,249.0,BARRA BOX CULVERT,,
1593,N102,1001593,link,,,23.5935552,91.0011944,751.0,,,
1594,N102,1001594,bridge,A,,23.5944441,90.9996663,181.0,BARRA (3)BOX CULVERT,,
1595,N102,1001595,bridge,A,,23.5965552,90.9971108,359.0,BARRA 2 BOX CUL,,
1597,N102,1001597,link,,,23.6026111,90.9896108,1480.0,,,
1599,N102,1001599,bridge,B,,23.6080278,90.9883608,174.0,BARHA BOX CULVERT,,
1600,N102,1001600,bridge,A,,23.6098404598465,90.9859215237851,2.8,DABIDDAR CULVERT,,
